"l_id","chain","category","company","brand","l_offer","l_alias_market","repeattrips","repeater","offerdate","quantity","offervalue","agg_qty","agg_amt","freq","l_alias_gender","age","state","__of_subscriber","avg___daily_calls_received","avg__duration__mins__per_call_received","avg____distinct_numbers_daily_calls_received_from","avg____distinct_numbers_weekly_calls_received_from","avg___daily_calls_made","avg___weekly_calls_made","avg__duration__mins__per_call_made","avg____distinct_numbers_daily_calls_made_to","avg____distinct_numbers_weekly_calls_made_to","__daily_messages_received","__weekly_messages_received","avg____distinct_numbers_daily_msgs_received_from","avg____distinct_numbers_weekly_msgs_received_from","__daily_messages_sent","__weekly_messages_sent","avg____distinct_numbers_daily_msgs_sent_to","avg____distinct_numbers_weekly_msgs_sent_to","repeat_flag"
"_2659657942","_215","_2119","_108079383","_6926","_1208329","_26","1","t","4/22/2013 0:00","1","1","1","-1.9099999999999999","2","M","26-35","WI","557816","16334","11731","16043","48129","14294","100058","11047","8715","26145","16656","116592","8746","26238","17282","120974","5616","16848","1"
"_2667704897","_89","_3203","_106414464","_13474","_1197502","_32","2","t","3/27/2013 0:00","1","0.75","1","3.9900000000000002","3","M","36-45","ME","534090","16006","10844","15733","47199","13354","93478","10351","8374","25122","16268","113876","8280","24840","15949","111643","5232","15696","1"
"_2636571409","_46","_5616","_104610040","_15889","_1204576","_32","0","f","4/6/2013 0:00","1","1","2","4.9800000000000004","1","M","36-45","ME","534090","16006","10844","15733","47199","13354","93478","10351","8374","25122","16268","113876","8280","24840","15949","111643","5232","15696","0"
"_2673108425","_377","_9909","_1089520383","_28840","_1203052","_22","0","f","4/13/2013 0:00","1","1","3","7.4800000000000004","1","F","26-35","TX","478150","15275","10706","15409","46227","13442","94094","10321","8266","24798","16474","115318","8286","24858","15789","110523","5114","15342","0"
"_2635418241","_109","_3203","_106414464","_13474","_1197502","_32","0","f","3/26/2013 0:00","1","0.75","3","11.27","1","F","36-45","ME","514108","14869","10313","15254","45762","13023","91161","10063","7915","23745","15753","110271","7912","23736","15505","108535","5011","15033","0"
"_2643112320","_89","_3203","_106414464","_13474","_1197502","_6","0","f","3/25/2013 0:00","1","0.75","11","12.67","1","M","26-35","IL","481503","14624","10680","14270","42810","12812","89684","10034","7962","23886","15199","106393","7992","23976","15602","109214","4953","14859","0"
"_2663228898","_285","_3203","_106414464","_13474","_1197502","_23","0","f","3/27/2013 0:00","1","0.75","8","28.120000000000001","1","F","26-35","UT","498601","15191","10596","15439","46317","13417","93919","10311","8185","24555","15754","110278","8178","24534","16015","112105","5061","15183","0"
"_2631130112","_96","_3203","_106414464","_13474","_1197502","_18","0","f","4/16/2013 0:00","1","0.75","3","7.0700000000000003","1","M","16-25","OH","551256","16599","11373","16310","48930","14231","99617","10908","8584","25752","16417","114919","8534","25602","16104","112728","5281","15843","0"
"_2639068465","_21","_6202","_1087744888","_64486","_1208501","_8","5","t","4/24/2013 0:00","1","1.5","79","1510.54","6","F","36-45","KY","519732","15125","10993","15785","47355","13295","93065","10311","8076","24228","15767","110369","8246","24738","16262","113834","5277","15831","1"
"_2646764882","_101","_3203","_106414464","_13474","_1197502","_8","0","f","3/30/2013 0:00","1","0.75","7","16.489999999999998","1","F","16-25","KY","529660","15316","10716","15493","46479","13688","95816","10343","8126","24378","15897","111279","8276","24828","16368","114576","5097","15291","0"
"_2654803944","_42","_2202","_104460040","_3718","_1208251","_25","0","f","4/25/2013 0:00","1","2","5","4.25","1","F","26-35","WA","537174","16005","11076","15701","47103","13593","95151","10271","8578","25734","16461","115227","8389","25167","15834","110838","5191","15573","0"
"_2669770862","_24","_9909","_1089520383","_28840","_1203052","_5","0","f","4/18/2013 0:00","1","1","1","1.5900000000000001","1","F","26-35","IA","539430","15849","11053","15492","46476","13374","93618","10517","8271","24813","16116","112812","8119","24357","16741","117187","5151","15453","0"
"_2626812120","_83","_3203","_106414464","_13474","_1197502","_7","0","f","3/27/2013 0:00","1","0.75","3","4.3899999999999997","1","M","36-45","KS","529882","15734","10802","15689","47067","13347","93429","9997","8263","24789","15912","111384","8173","24519","16126","112882","5264","15792","0"
"_2646702912","_21","_6202","_1087744888","_64486","_1208503","_4","0","f","4/27/2013 0:00","1","1.5","4","17.460000000000001","1","F","26-35","FL","499908","15414","10939","15614","46842","13582","95074","10575","8093","24279","16099","112693","8343","25029","16170","113190","5098","15294","0"
"_2626476715","_21","_6202","_1087744888","_64486","_1208501","_21","9","t","4/28/2013 0:00","1","1.5","3","5.3700000000000001","10","F","36-45","SC","491276","14897","10845","14857","44571","13033","91231","10346","8565","25695","15589","109123","8020","24060","15731","110117","5066","15198","1"
"_2636515324","_46","_2202","_104460040","_3718","_1208251","_5","0","f","4/24/2013 0:00","1","2","11","46.590000000000003","1","F","26-35","IA","539430","15849","11053","15492","46476","13374","93618","10517","8271","24813","16116","112812","8119","24357","16741","117187","5151","15453","0"
"_2654961286","_285","_2202","_104460040","_3718","_1208251","_22","0","f","4/24/2013 0:00","1","2","5","10.609999999999999","1","M","36-45","TX","530746","15736","10862","15349","46047","13615","95305","10256","8314","24942","15694","109858","8159","24477","16770","117390","5207","15621","0"
"_2626541593","_101","_3203","_106414464","_13474","_1197502","_16","0","f","3/25/2013 0:00","1","0.75","2","5.3799999999999999","1","F","16-25","NY","499716","14844","10326","14407","43221","12584","88088","9542","8017","24051","15208","106456","7776","23328","14981","104867","4964","14892","0"
"_2636358148","_96","_2119","_108079383","_6926","_1208329","_3","2","t","4/22/2013 0:00","1","1","2","6.9800000000000004","3","F","26-35","CA","543883","15543","10848","15273","45819","13499","94493","10531","8399","25197","16053","112371","8422","25266","16485","115395","5208","15624","1"
"_2643794257","_285","_3203","_106414464","_13474","_1197502","_5","0","f","4/21/2013 0:00","1","0.75","2","2.4399999999999999","1","M","16-25","IA","520152","15922","11033","15853","47559","14459","101213","10429","8526","25578","16127","112889","8338","25014","16550","115850","5291","15873","0"
"_2651082647","_24","_9909","_1089520383","_28840","_1203052","_3","0","f","4/2/2013 0:00","1","1","2","3.98","1","F","36-45","CA","548941","15778","11299","16103","48309","13868","97076","10584","8562","25686","16503","115521","8352","25056","16854","117978","5347","16041","0"
"_2667314464","_21","_3203","_106414464","_13474","_1197502","_27","0","f","4/5/2013 0:00","1","0.75","2","11.98","1","F","36-45","AZ","509720","15532","10543","15918","47754","13530","94710","10634","8053","24159","15677","109739","8091","24273","16030","112210","5137","15411","0"
"_2622131983","_96","_2119","_108079383","_6926","_1208329","_10","3","t","4/28/2013 0:00","1","1","1","2.79","4","F","36-45","MD","551330","15613","11020","16175","48525","14132","98924","10676","8569","25707","16288","114016","8545","25635","16911","118377","5289","15867","1"
"_2643074963","_64","_9909","_107127979","_6732","_1194044","_24","0","f","3/30/2013 0:00","1","1","9","11.5","1","F","16-25","VA","544947","15270","10773","16639","49917","13929","97503","10287","8237","24711","16187","113309","8231","24693","15936","111552","5159","15477","0"
"_2622081531","_89","_3203","_106414464","_13474","_1197502","_32","0","f","3/25/2013 0:00","1","0.75","12","29.949999999999999","1","M","26-35","ME","548854","15834","11164","15744","47232","13681","95767","10761","8471","25413","16541","115787","8444","25332","16576","116032","5176","15528","0"
"_2659056976","_510","_3203","_106414464","_13474","_1197502","_13","0","f","4/5/2013 0:00","1","0.75","2","9.3800000000000008","1","M","16-25","NC","577492","15882","10946","15607","46821","13547","94829","10763","8336","25008","16448","115136","8530","25590","16752","117264","5184","15552","0"
"_2652955947","_14","_2202","_104460040","_3718","_1208252","_24","0","f","4/26/2013 0:00","1","3","2","7.9800000000000004","1","M","36-45","VA","498980","14567","10287","14925","44775","12655","88585","9740","8012","24036","15464","108248","7933","23799","15413","107891","4909","14727","0"
"_2625101096","_21","_5616","_104610040","_15889","_1204576","_23","0","f","4/22/2013 0:00","1","1","10","104.77","1","M","36-45","UT","504584","15471","10913","15199","45597","12787","89509","10325","8171","24513","15187","106309","8131","24393","15966","111762","5083","15249","0"
"_2636156410","_64","_9909","_107127979","_6732","_1194044","_30","0","f","3/13/2013 0:00","1","1","1","2.5899999999999999","1","F","26-35","ID","560017","15184","11364","16099","48297","13741","96187","10282","8541","25623","16872","118104","8588","25764","16360","114520","5382","16146","0"
"_2643147637","_191","_3203","_106414464","_13474","_1197502","_25","0","f","3/29/2013 0:00","1","0.75","6","7.3799999999999999","1","M","36-45","WA","572208","15547","11077","16094","48282","13886","97202","10821","8465","25395","16208","113456","8354","25062","16524","115668","5236","15708","0"
"_2650416775","_360","_6202","_1087744888","_64486","_1208501","_25","0","f","4/26/2013 0:00","1","1.5","8","27.920000000000002","1","M","16-25","WA","470797","15072","10643","15072","45216","12481","87367","9866","7653","22959","15159","106113","7619","22857","15211","106477","4886","14658","0"
"_2666728072","_285","_2202","_104460040","_3718","_1208251","_13","0","f","4/24/2013 0:00","1","2","1","9.9900000000000002","1","F","16-25","NC","495495","14959","10131","15345","46035","12993","90951","9954","7951","23853","15527","108689","7989","23967","15597","109179","5034","15102","0"
"_2621936814","_21","_6202","_1087744888","_64486","_1208501","_18","1","t","4/30/2013 0:00","1","1.5","1","4.9900000000000002","2","F","16-25","OH","507340","16407","11095","16196","48588","13787","96509","10573","8488","25464","16091","112637","8447","25341","16574","116018","5320","15960","1"
"_2642077042","_360","_6202","_1087744888","_64486","_1208501","_2","1","t","4/30/2013 0:00","1","1.5","5","18.690000000000001","2","M","16-25","AR","514366","14703","10277","14851","44553","12451","87157","10025","7972","23916","15363","107541","8315","24945","15730","110110","4904","14712","1"
"_2621938968","_21","_3203","_106414464","_13474","_1197502","_5","0","f","4/17/2013 0:00","1","0.75","3","2.8500000000000001","1","M","26-35","IA","506879","16070","11094","15781","47343","13573","95011","10312","8372","25116","15783","110481","8280","24840","15833","110831","5195","15585","0"
"_2658482942","_285","_5616","_104610040","_15889","_1204576","_21","0","f","4/24/2013 0:00","1","1","1","3.3900000000000001","1","M","26-35","SC","538325","16451","11365","16099","48297","13846","96922","10928","8725","26175","16559","115913","8684","26052","16503","115521","5392","16176","0"
"_2652660506","_21","_5619","_107717272","_102504","_1204822","_30","0","f","4/13/2013 0:00","1","1.5","1","1","1","M","36-45","ID","507998","15950","10861","15693","47079","13253","92771","10657","8253","24759","16324","114268","8031","24093","15945","111615","5164","15492","0"
"_2673834561","_3","_3203","_106414464","_13474","_1197502","_18","0","f","3/27/2013 0:00","1","0.75","7","11.140000000000001","1","F","16-25","OH","507340","16407","11095","16196","48588","13787","96509","10573","8488","25464","16091","112637","8447","25341","16574","116018","5320","15960","0"
"_2626473153","_85","_3203","_106414464","_13474","_1197502","_12","0","f","4/9/2013 0:00","1","0.75","2","4.3799999999999999","1","F","36-45","MN","497340","15241","10679","15196","45588","12637","88459","10451","8111","24333","15534","108738","7935","23805","16594","116158","5152","15456","0"
"_2647398827","_46","_4401","_105100050","_13791","_1199256","_2","0","f","3/14/2013 0:00","1","2","21","89.590000000000003","1","M","26-35","AR","530914","15854","11092","15866","47598","13448","94136","9973","8401","25203","16155","113085","8265","24795","16378","114646","5348","16044","0"
"_2654405485","_214","_5619","_107717272","_102504","_1204822","_3","10","t","4/23/2013 0:00","1","1.5","2","34.149999999999999","11","M","16-25","CA","532044","16657","11648","15282","45846","14194","99358","10671","8683","26049","15903","111321","8412","25236","15935","111545","5514","16542","1"
"_2659583538","_64","_2202","_104460040","_3718","_1208252","_27","1","t","4/24/2013 0:00","1","3","1","2.29","2","M","26-35","AZ","519723","15140","10594","15506","46518","13170","92190","10232","8071","24213","16031","112217","8262","24786","15579","109053","5166","15498","1"
"_2672366038","_96","_2119","_108079383","_6926","_1208329","_9","0","f","4/25/2013 0:00","1","1","8","47.920000000000002","1","M","26-35","LA","497364","15735","11282","15813","47439","13534","94738","10787","8220","24660","16486","115402","8604","25812","16377","114639","5202","15606","0"
"_2680774524","_42","_3203","_106414464","_13474","_1197502","_3","0","f","3/26/2013 0:00","1","0.75","2","9.0800000000000001","1","F","36-45","CA","548941","15778","11299","16103","48309","13868","97076","10584","8562","25686","16503","115521","8352","25056","16854","117978","5347","16041","0"
"_2677388794","_101","_3203","_106414464","_13474","_1197502","_3","0","f","3/30/2013 0:00","1","0.75","2","8.2799999999999994","1","F","16-25","CA","501278","15143","10637","15020","45060","13137","91959","10317","8103","24309","15687","109809","8097","24291","15533","108731","4969","14907","0"
"_2654159804","_40","_3203","_106414464","_13474","_1197502","_16","0","f","3/25/2013 0:00","1","0.75","2","4.1799999999999997","1","M","36-45","NY","541998","16106","11090","16126","48378","14068","98476","10435","8675","26025","16832","117824","8458","25374","16238","113666","5278","15834","0"
"_2646706519","_21","_5558","_107120272","_5072","_1198275","_26","0","f","3/25/2013 0:00","1","1.5","2","5.9800000000000004","1","F","36-45","WI","551175","16469","11616","15935","47805","14120","98840","10925","8452","25356","16648","116536","8653","25959","16242","113694","5414","16242","0"
"_2672542134","_360","_6202","_1087744888","_64486","_1208501","_17","0","f","4/29/2013 0:00","1","1.5","1","1.99","1","F","36-45","OH","510720","15057","10574","14633","43899","12806","89642","10699","8069","24207","15983","111881","8080","24240","15877","111139","5057","15171","0"
"_2623920828","_211","_2119","_108079383","_6926","_1208329","_28","2","t","4/27/2013 0:00","1","1","2","10.779999999999999","3","F","16-25","CO","544042","15598","11042","15553","46659","13317","93219","10521","8607","25821","16710","116970","8337","25011","17102","119714","5230","15690","1"
