LocationAbbr,LocationDesc,Data_Value,Rate
WI,Polk,289,1120
CO,Saguache,289,1121
MA,Worcester,289,1122
KY,Bourbon,290,1123
NY,Broome,290,1124
CA,Kings,290,1125
NM,Los Alamos,290,1126
IL,Mercer,290,1127
GA,Monroe,290,1128
OH,Ohio,290,1129
MN,Otter Tail,290,1130
NC,Rockingham,290,1131
VA,Russell,290,1132
OR,Sherman,290,1133
SD,South Dakota,290,1134
AK,Southeast Fairbanks,290,1135
GA,Stephens,290,1136
UT,Utah,290,1137
ID,Clearwater,291,1138
TN,Davidson,291,1139
CO,Grand,291,1140
NC,Haywood,291,1141
KS,Johnson,291,1142
ND,Mountrail,291,1143
CA,Contra Costa,292,1144
OH,Coshocton,292,1145
CO,Hinsdale,292,1146
IN,Huntington,292,1147
CA,Imperial,292,1148
KY,Kenton,292,1149
IA,Lucas,292,1150
TN,McMinn,292,1151
MN,Morrison,292,1152
NY,Oswego,292,1153
MD,Talbot,292,1154
FL,Baker,293,1155
TX,Baylor,293,1156
GA,Clay,293,1157
GA,Elbert,293,1158
FL,Franklin,293,1159
VA,James City,293,1160
IL,Jasper,293,1161
NY,Schoharie,293,1162
MI,Van Buren,293,1163
TX,Webb,293,1164
CO,Adams,294,1165
OR,Benton,294,1166
SD,Kingsbury,294,1167
IL,Montgomery,294,1168
NM,Socorro,294,1169
PA,York,294,1170
OR,Baker,295,1171
ID,Benewah,295,1172
MI,Berrien,295,1173
TX,Goliad,295,1174
WV,Hardy,295,1175
WV,Jackson,295,1176
FL,Lake,295,1177
NH,Merrimack,295,1178
OH,Muskingum,295,1179
CA,Siskiyou,295,1180
CA,Calaveras,296,1181
FL,Collier,296,1182
ND,Divide,296,1183
VA,Fauquier,296,1184
MN,Le Sueur,296,1185
OH,Lorain,296,1186
KY,Oldham,296,1187
OH,Pike,296,1188
NY,Schenectady,296,1189
KS,Wyandotte,296,1190
TX,Crosby,297,1191
IA,Des Moines,297,1192
KY,Hancock,297,1193
GA,Mitchell,297,1194
PA,Montour,297,1195
MT,Rosebud,297,1196
SD,Union,297,1197
GA,White,297,1198
ID,Bear Lake,298,1199
VA,Bedford City,298,1200
AR,Benton,298,1201
ID,Boundary,298,1202
KS,Ellis,298,1203
TX,Hudspeth,298,1204
MS,Madison,298,1205
IA,Mahaska,298,1206
NY,Orleans,298,1207
MT,Phillips,298,1208
WI,Pierce,298,1209
NY,Suffolk,298,1210
IN,Wayne,298,1211
VA,Winchester City,298,1212
NY,Allegany,299,1213
LA,Bossier Parish,299,1214
VA,Charles City,299,1215
NC,Hertford,299,1216
WI,Kewaunee,299,1217
IN,Martin,299,1218
MI,Monroe,299,1219
KS,Neosho,299,1220
WY,Niobrara,299,1221
LA,Tangipahoa Parish,299,1222
WY,Teton,299,1223
AK,Wade Hampton,299,1224
KY,Clark,300,1225
HI,Hawaii,300,1226
HI,Honolulu,300,1227
TX,Hood,300,1228
ID,Idaho,300,1229
MI,Jackson,300,1230
HI,Kauai,300,1231
OR,Linn,300,1232
OR,Marion,300,1233
NE,Sioux,300,1234
NC,Caswell,301,1235
OH,Hamilton,301,1236
MA,Hampden,301,1237
PA,Mercer,301,1238
IN,Orange,301,1239
PR,Trujillo Alto Municipio,301,1240
KS,Wabaunsee,301,1241
KY,Warren,301,1242
VA,Williamsburg City,301,1243
TX,Callahan,302,1244
OR,Coos,302,1245
ND,Dickey,302,1246
TX,Hale,302,1247
WV,Jefferson,302,1248
KS,Johnson,302,1249
CA,Lassen,302,1250
MO,Lincoln,302,1251
ID,Nez Perce,302,1252
FL,Wakulla,302,1253
NJ,Atlantic,303,1254
NC,Cabarrus,303,1255
VA,Charles City,303,1256
MT,Chouteau,303,1257
OR,Clackamas,303,1258
VA,Giles,303,1259
MI,Isabella,303,1260
MT,Lake,303,1261
MI,Macomb,303,1262
IN,Martin,303,1263
KS,Nemaha,303,1264
OK,Payne,303,1265
AR,Sebastian,303,1266
WA,Washington,303,1267
OR,Washington,303,1268
KS,Woodson,303,1269
NC,Ashe,304,1270
NE,Banner,304,1271
KY,Boone,304,1272
RI,Bristol,304,1273
PA,Bucks,304,1274
KS,Grant,304,1275
PR,Guayama Municipio,304,1276
KS,Harvey,304,1277
AL,Houston,304,1278
PA,Huntingdon,304,1279
CO,Kit Carson,304,1280
TX,Kleberg,304,1281
GA,Lee,304,1282
WV,Mineral,304,1283
IN,Posey,304,1284
TX,Schleicher,304,1285
PA,Somerset,304,1286
NY,Columbia,305,1287
OK,Grant,305,1288
KS,Kansas,305,1289
GA,Miller,305,1290
NY,Onondaga,305,1291
NY,Ontario,305,1292
FL,Orange,305,1293
IN,Vanderburgh,305,1294
KS,Woodson,305,1295
RI,Bristol,306,1296
GA,Evans,306,1297
OH,Geauga,306,1298
OH,Hancock,306,1299
NE,Morrill,306,1300
NY,Otsego,306,1301
OH,Pickaway,306,1302
MN,Stearns,306,1303
NC,Beaufort,307,1304
TX,Castro,307,1305
MT,Deer Lodge,307,1306
NC,Granville,307,1307
IN,Hancock,307,1308
MT,Jefferson,307,1309
GA,Lumpkin,307,1310
NJ,Middlesex,307,1311
NE,Rock,307,1312
KS,Rooks,307,1313
TX,Coryell,308,1314
GA,Elbert,308,1315
WA,Grant,308,1316
TX,Gregg,308,1317
IL,Jo Daviess,308,1318
AK,Matanuska-Susitna,308,1319
IN,Noble,308,1320
CA,San Luis Obispo,308,1321
GA,Dooly,309,1322
SC,Greenville,309,1323
MI,Ionia,309,1324
MI,Livingston,309,1325
OK,McClain,309,1326
IA,Mitchell,309,1327
IL,Ogle,309,1328
SC,Abbeville,310,1329
KY,Clark,310,1330
SC,Dorchester,310,1331
TX,Johnson,310,1332
PA,Juniata,310,1333
TX,Lubbock,310,1334
NC,Moore,310,1335
CA,San Joaquin,310,1336
TX,Brewster,311,1337
GA,Franklin,311,1338
ID,Idaho,311,1339
CO,Kiowa,311,1340
MI,Macomb,311,1341
PA,Mifflin,311,1342
VA,Nelson,311,1343
WI,Ozaukee,311,1344
MA,Bristol,312,1345
ID,Canyon,312,1346
IL,Coles,312,1347
TX,Edwards,312,1348
GA,Morgan,312,1349
IN,Porter,312,1350
VA,Powhatan,312,1351
ND,Renville,312,1352
WI,Sauk,312,1353
AK,Sitka,312,1354
LA,Assumption Parish,313,1355
IL,Franklin,313,1356
TN,Macon,313,1357
TN,Madison,313,1358
KY,Pendleton,313,1359
IA,Ringgold,313,1360
WV,Webster,313,1361
NC,Wilkes,313,1362
KS,Allen,314,1363
WI,Buffalo,314,1364
PA,Centre,314,1365
NY,Cortland,314,1366
GA,Coweta,314,1367
ID,Fremont,314,1368
LA,Lafayette Parish,314,1369
ID,Lewis,314,1370
FL,Madison,314,1371
CA,Monterey,314,1372
RI,Rhode Island,314,1373
VT,Bennington,315,1374
MT,Flathead,315,1375
KS,Gray,315,1376
OH,Guernsey,315,1377
TX,Hartley,315,1378
WI,Jackson,315,1379
IN,Johnson,315,1380
MD,Kent,315,1381
KS,Miami,315,1382
KS,Shawnee,315,1383
KY,Trigg,315,1384
AR,Cross,316,1385
PA,Franklin,316,1386
NM,Luna,316,1387
KS,Mitchell,316,1388
IA,Poweshiek,316,1389
KY,Simpson,316,1390
SD,Walworth,316,1391
IL,Calhoun,317,1392
UT,Emery,317,1393
CO,Gilpin,317,1394
IL,Kendall,317,1395
WY,Laramie,317,1396
NV,Nevada,317,1397
IL,Richland,317,1398
IL,Woodford,317,1399
IN,Adams,318,1400
SC,Anderson,318,1401
TX,Briscoe,318,1402
VA,Brunswick,318,1403
NE,Burt,318,1404
NJ,Cape May,318,1405
TX,Kerr,318,1406
NM,Lincoln,318,1407
WI,Manitowoc,318,1408
TX,Marion,318,1409
CO,Mineral,318,1410
TX,Orange,318,1411
IN,Scott,318,1412
KS,Wyandotte,318,1413
WY,Albany,319,1414
NC,Brunswick,319,1415
MO,Clark,319,1416
MT,Dawson,319,1417
TX,Live Oak,319,1418
TX,Motley,319,1419
OK,Nowata,319,1420
WY,Sublette,319,1421
SC,Sumter,319,1422
NC,Transylvania,319,1423
MN,Waseca,319,1424
PA,Wayne,319,1425
AZ,Yavapai,319,1426
KS,Greenwood,320,1427
MO,Howell,320,1428
TX,Nueces,320,1429
WA,Thurston,320,1430
IA,Wright,320,1431
OK,Beaver,321,1432
KY,Bullitt,321,1433
IN,DeKalb,321,1434
KS,Gove,321,1435
FL,Liberty,321,1436
VA,Louisa,321,1437
KS,Ottawa,321,1438
MO,Putnam,321,1439
OH,Stark,321,1440
CO,Weld,321,1441
OR,Yamhill,321,1442
TX,Castro,322,1443
UT,Davis,322,1444
TX,Eastland,322,1445
OK,Logan,322,1446
WY,Natrona,322,1447
MN,Renville,322,1448
TX,Scurry,322,1449
GA,Stewart,322,1450
NC,Onslow,323,1451
ID,Power,323,1452
MS,Prentiss,323,1453
VA,Tazewell,323,1454
TX,Upton,323,1455
CA,Yuba,323,1456
DE,Delaware,324,1457
IL,Hamilton,324,1458
KS,Neosho,324,1459
GA,Worth,324,1460
AL,Baldwin,325,1461
OH,Erie,325,1462
OH,Guernsey,325,1463
AR,Izard,325,1464
KS,Montgomery,325,1465
PA,Fayette,326,1466
MO,Knox,326,1467
OH,Medina,326,1468
WV,Summers,326,1469
AK,Lake and Peninsula,327,1470
MT,Lewis and Clark,327,1471
MO,Ozark,327,1472
MT,Prairie,327,1473
KS,Sumner,327,1474
TN,Trousdale,327,1475
MO,Cedar,328,1476
ID,Franklin,328,1477
TX,Hood,328,1478
IL,Logan,328,1479
WI,Marquette,328,1480
CO,Morgan,328,1481
SD,Haakon,329,1482
DE,Kent,329,1483
VA,Lynchburg City,329,1484
FL,Martin,329,1485
WI,Rusk,329,1486
MS,Stone,329,1487
IA,Adair,330,1488
AZ,Apache,330,1489
PA,Blair,330,1490
NE,Boyd,330,1491
NY,Clinton,330,1492
CT,Fairfield,330,1493
ID,Fremont,330,1494
NE,Garden,330,1495
MT,Jefferson,330,1496
MN,Koochiching,330,1497
OH,Portage,330,1498
MS,Tallahatchie,330,1499
MO,Cedar,331,1500
NM,Harding,331,1501
IL,Illinois,331,1502
GA,Lamar,331,1503
OH,Lawrence,331,1504
WV,McDowell,331,1505
KY,Muhlenberg,331,1506
ND,Nelson,331,1507
TX,Tyler,331,1508
ND,Ward,331,1509
TX,Callahan,332,1510
NE,Grant,332,1511
OH,Paulding,332,1512
MT,Wibaux,332,1513
IL,Brown,333,1514
TX,Galveston,333,1515
IA,Iowa,333,1516
IA,Linn,333,1517
OH,Perry,333,1518
WY,Sweetwater,333,1519
PA,Delaware,334,1520
GA,Dodge,334,1521
TX,Fisher,334,1522
IN,Gibson,334,1523
OH,Lucas,334,1524
MN,Murray,334,1525
TX,Schleicher,334,1526
GA,Stewart,334,1527
GA,Crawford,335,1528
AL,Crenshaw,335,1529
GA,Dooly,335,1530
SC,Edgefield,335,1531
TX,Foard,335,1532
GA,Houston,335,1533
MI,Livingston,335,1534
GA,Lumpkin,335,1535
ND,Mountrail,335,1536
NM,New Mexico,335,1537
WV,Nicholas,335,1538
WI,Oneida,335,1539
IL,Peoria,335,1540
IN,Tipton,335,1541
NC,Warren,335,1542
TX,Bell,336,1543
WV,Cabell,336,1544
OK,Delaware,336,1545
CT,Fairfield,336,1546
MA,Norfolk,336,1547
MT,Powell,336,1548
TX,Shackelford,336,1549
AK,Southeast Fairbanks,336,1550
WY,Uinta,336,1551
AR,Arkansas,337,1552
AL,Autauga,337,1553
KS,Barber,337,1554
ID,Lincoln,337,1555
KY,Nelson,337,1556
CO,Pueblo,337,1557
IN,Starke,337,1558
CA,Amador,338,1559
IA,Greene,338,1560
MO,Jefferson,338,1561
GA,Jones,338,1562
IL,Sangamon,338,1563
MO,St. Louis,338,1564
NY,Tioga,338,1565
FL,Volusia,338,1566
OH,Wood,338,1567
OK,Caddo,339,1568
MD,Calvert,339,1569
IN,Clay,339,1570
NC,Halifax,339,1571
KY,Lawrence,339,1572
NC,Onslow,339,1573
OK,Osage,339,1574
IN,Adams,340,1575
OH,Ashtabula,340,1576
MN,Brown,340,1577
MI,Delta,340,1578
VA,Fauquier,340,1579
PA,Luzerne,340,1580
CO,Prowers,340,1581
MN,Redwood,340,1582
KS,Reno,340,1583
TN,Scott,340,1584
PA,Wyoming,340,1585
NC,Yadkin,340,1586
TX,Callahan,341,1587
PA,Cameron,341,1588
KY,Campbell,341,1589
TX,Hood,341,1590
NE,Keith,341,1591
LA,Lafourche Parish,341,1592
MI,Leelanau,341,1593
NE,Lincoln,341,1594
OK,Love,341,1595
AL,Marion,341,1596
FL,Polk,341,1597
GA,Quitman,341,1598
CA,Kern,342,1599
NC,Lee,342,1600
CO,Montezuma,342,1601
OH,Noble,342,1602
OK,Osage,342,1603
CA,Sonoma,342,1604
NE,Thayer,342,1605
TX,Trinity,342,1606
SC,York,342,1607
TX,Borden,343,1608
OH,Franklin,343,1609
TN,Gibson,343,1610
VA,Grayson,343,1611
WI,Juneau,343,1612
PA,Westmoreland,343,1613
TX,Bandera,344,1614
TN,Blount,344,1615
CO,Boulder,344,1616
WI,Calumet,344,1617
IL,Champaign,344,1618
IL,Cook,344,1619
VA,Culpeper,344,1620
KS,Doniphan,344,1621
NE,Gage,344,1622
OH,Marion,344,1623
SC,McCormick,344,1624
MI,Newaygo,344,1625
MN,Nicollet,344,1626
PR,Santa Isabel Municipio,344,1627
CA,Yuba,344,1628
OH,Ashland,345,1629
MI,Bay,345,1630
TX,Burnet,345,1631
AZ,Cochise,345,1632
MN,Lake,345,1633
IL,Marion,345,1634
NM,McKinley,345,1635
TX,McLennan,345,1636
SC,Oconee,345,1637
TX,Pecos,345,1638
VA,Poquoson City,345,1639
IN,Posey,345,1640
MO,Pulaski,345,1641
NE,Saline,345,1642
OK,Tulsa,345,1643
NJ,Union,345,1644
WA,Washington,345,1645
SD,Davison,346,1646
IL,DuPage,346,1647
KS,Jewell,346,1648
NC,Lee,346,1649
OR,Marion,346,1650
MI,Mason,346,1651
WA,Mason,346,1652
NE,Platte,346,1653
IN,Pulaski,346,1654
TX,Starr,346,1655
FL,Taylor,346,1656
GA,Bryan,347,1657
IL,Calhoun,347,1658
MI,Clare,347,1659
NC,Davie,347,1660
MT,Glacier,347,1661
SC,Hampton,347,1662
AR,Lee,347,1663
TX,Lee,347,1664
WA,Lewis,347,1665
WV,Ohio,347,1666
MI,Otsego,347,1667
UT,Piute,347,1668
IN,Cass,348,1669
NM,Cibola,348,1670
FL,Dixie,348,1671
OR,Grant,348,1672
TX,Hardeman,348,1673
MI,Leelanau,348,1674
FL,Leon,348,1675
IN,Marshall,348,1676
OH,Preble,348,1677
WI,Richland,348,1678
NJ,Somerset,348,1679
KS,Stanton,348,1680
MS,Forrest,349,1681
WI,Iowa,349,1682
HI,Kauai,349,1683
VA,Lunenburg,349,1684
HI,Maui,349,1685
AK,Southeast Fairbanks,349,1686
IL,Stark,349,1687
SD,Buffalo,350,1688
NV,Churchill,350,1689
TX,Ellis,350,1690
TX,Fayette,350,1691
IL,Livingston,350,1692
KY,Livingston,350,1693
AR,Marion,350,1694
NE,Merrick,350,1695
WV,Nicholas,350,1696
GA,Oconee,350,1697
TX,Presidio,350,1698
MN,Blue Earth,351,1699
IA,Cherokee,351,1700
MT,Flathead,351,1701
MO,Grundy,351,1702
NH,Hillsborough,351,1703
TN,Lawrence,351,1704
KY,Lincoln,351,1705
TX,Nolan,351,1706
NY,Otsego,351,1707
OK,Pawnee,351,1708
MD,Worcester,351,1709
MN,Big Stone,352,1710
TN,Cannon,352,1711
TX,Dallas,352,1712
PA,Erie,352,1713
TX,Gaines,352,1714
AR,Garland,352,1715
WI,Iron,352,1716
WA,Klickitat,352,1717
AL,Limestone,352,1718
IN,Madison,352,1719
MD,Queen Anne's,352,1720
KS,Rush,352,1721
TX,Baylor,353,1722
GA,Calhoun,353,1723
NE,Cass,353,1724
NV,Douglas,353,1725
FL,Flagler,353,1726
NY,Hamilton,353,1727
LA,Iberville Parish,353,1728
NY,Orange,353,1729
FL,Putnam,353,1730
NM,Quay,353,1731
MO,Andrew,354,1732
IN,Marshall,354,1733
OK,Marshall,354,1734
PA,Monroe,354,1735
TN,Smith,354,1736
VA,Staunton City,354,1737
IN,Tippecanoe,354,1738
NC,Warren,354,1739
MT,Wheatland,354,1740
WA,Yakima,354,1741
WA,Clallam,355,1742
TX,El Paso,355,1743
HI,Honolulu,355,1744
AL,Jefferson,355,1745
KY,Jessamine,355,1746
FL,Liberty,355,1747
KY,Meade,355,1748
KY,Nelson,355,1749
NC,New Hanover,355,1750
LA,Ouachita Parish,355,1751
ND,Pierce,355,1752
TN,Shelby,355,1753
ID,Shoshone,355,1754
KS,Smith,355,1755
CA,Tehama,355,1756
AL,Barbour,356,1757
WI,Burnett,356,1758
IL,Carroll,356,1759
OK,Grady,356,1760
MI,Grand Traverse,356,1761
VA,Lynchburg City,356,1762
SD,Marshall,356,1763
TX,Bailey,357,1764
VA,Charlottesville City,357,1765
GA,Coffee,357,1766
UT,Juab,357,1767
KY,Logan,357,1768
AR,Marion,357,1769
ND,North Dakota,357,1770
IA,O'Brien,357,1771
VA,Richmond City,357,1772
CO,Teller,357,1773
IN,Blackford,358,1774
CO,Clear Creek,358,1775
TN,Henderson,358,1776
KS,Hodgeman,358,1777
WA,Kittitas,358,1778
TX,Lavaca,358,1779
KS,Marshall,358,1780
MI,Ogemaw,358,1781
PA,Warren,358,1782
GA,Burke,359,1783
KY,Garrard,359,1784
OH,Hancock,359,1785
TN,Monroe,359,1786
MS,Rankin,359,1787
WA,Snohomish,359,1788
TX,Uvalde,359,1789
FL,Washington,359,1790
TX,Cherokee,360,1791
MN,Dodge,360,1792
NM,Hidalgo,360,1793
TX,Lubbock,360,1794
WA,Skamania,360,1795
IN,Vigo,360,1796
WY,Albany,361,1797
IA,Clay,361,1798
VA,Hampton City,361,1799
WV,Harrison,361,1800
TX,Parker,361,1801
WA,Spokane,361,1802
WY,Sweetwater,361,1803
IN,Tippecanoe,361,1804
MS,Walthall,361,1805
MO,Wayne,361,1806
LA,Assumption Parish,362,1807
ID,Bonneville,362,1808
AR,Columbia,362,1809
TX,Hill,362,1810
WV,Jackson,362,1811
HI,Kalawao,362,1812
MS,Madison,362,1813
KY,Menifee,362,1814
NV,Mineral,362,1815
FL,Osceola,362,1816
CA,Placer,362,1817
MO,Polk,362,1818
NY,Schoharie,362,1819
MI,St. Clair,362,1820
TX,Wood,362,1821
TX,Cherokee,363,1822
SD,Faulk,363,1823
WA,Klickitat,363,1824
GA,Long,363,1825
UT,Beaver,364,1826
VA,Charles City,364,1827
WA,Clark,364,1828
GA,Dawson,364,1829
AL,Elmore,364,1830
TX,Floyd,364,1831
MS,Franklin,364,1832
IA,Madison,364,1833
NE,Morrill,364,1834
CT,New London,364,1835
NY,Orleans,364,1836
GA,Rockdale,364,1837
PA,Berks,365,1838
FL,Columbia,365,1839
PA,Crawford,365,1840
MO,Dallas,365,1841
IN,Jay,365,1842
MI,Oceana,365,1843
UT,Wayne,365,1844
ID,Gem,366,1845
VA,James City,366,1846
TX,Johnson,366,1847
TN,Montgomery,366,1848
NJ,Passaic,366,1849
LA,St. Tammany Parish,366,1850
UT,Wayne,366,1851
TX,Wise,366,1852
TX,Calhoun,367,1853
TX,Crosby,367,1854
UT,Grand,367,1855
IN,Johnson,367,1856
OK,Lincoln,367,1857
MO,Linn,367,1858
MO,Newton,367,1859
TX,Real,367,1860
NY,Rockland,367,1861
NE,Sarpy,367,1862
CA,Sutter,367,1863
IN,White,367,1864
AK,Juneau,368,1865
FL,Lake,368,1866
FL,Monroe,368,1867
GA,Bartow,369,1868
NC,Bladen,369,1869
MT,Carbon,369,1870
ND,Griggs,369,1871
IA,Howard,369,1872
CA,Plumas,369,1873
CA,Tulare,369,1874
KS,Wabaunsee,369,1875
AL,Butler,370,1876
CA,Butte,370,1877
TX,Callahan,370,1878
ID,Caribou,370,1879
KY,Hopkins,370,1880
IN,Johnson,370,1881
CT,Middlesex,370,1882
IN,Putnam,370,1883
GA,Stewart,370,1884
VA,Sussex,370,1885
CA,Ventura,370,1886
TX,Yoakum,370,1887
VA,Bedford,371,1888
FL,Indian River,371,1889
NY,Montgomery,371,1890
GA,Newton,371,1891
IN,Newton,371,1892
TN,Overton,371,1893
CA,San Joaquin,371,1894
TX,Willacy,371,1895
KY,Edmonson,372,1896
TN,Greene,372,1897
KY,Henderson,372,1898
NY,Oswego,372,1899
MT,Phillips,372,1900
NY,Steuben,372,1901
GA,Turner,372,1902
NY,Ulster,372,1903
MN,Wilkin,372,1904
NM,Chaves,373,1905
AL,Chilton,373,1906
NJ,Gloucester,373,1907
SD,Grant,373,1908
FL,Hardee,373,1909
OR,Hood River,373,1910
WI,Langlade,373,1911
MO,Lincoln,373,1912
MO,Mercer,373,1913
NC,Randolph,373,1914
TX,Brewster,374,1915
IA,Dickinson,374,1916
MO,Franklin,374,1917
TN,Greene,374,1918
NC,Person,374,1919
AR,Randolph,374,1920
MT,Sanders,374,1921
VA,Shenandoah,374,1922
TX,Baylor,375,1923
MO,Clay,375,1924
MO,Franklin,375,1925
TX,Kinney,375,1926
TX,Llano,375,1927
TN,Marion,375,1928
MI,Missaukee,375,1929
IL,Monroe,375,1930
VA,Page,375,1931
SC,Pickens,375,1932
SC,Spartanburg,375,1933
NJ,Sussex,375,1934
TN,Unicoi,375,1935
VA,Bath,376,1936
MO,Clinton,376,1937
NE,Dakota,376,1938
OK,Grady,376,1939
TX,Hale,376,1940
MS,Jackson,376,1941
GA,Macon,376,1942
OH,Union,376,1943
AL,Washington,376,1944
MS,Adams,377,1945
KY,Clay,377,1946
MD,Maryland,377,1947
VA,Nottoway,377,1948
GA,Walton,377,1949
SC,Bamberg,378,1950
SD,Day,378,1951
MO,Perry,378,1952
VA,Sussex,378,1953
WV,Wetzel,378,1954
AL,Barbour,379,1955
PA,Fulton,379,1956
MA,Hampden,379,1957
IL,Henderson,379,1958
VA,Henrico,379,1959
NC,McDowell,379,1960
CT,Middlesex,379,1961
IN,Monroe,379,1962
PA,Pike,379,1963
TX,Sherman,379,1964
IN,Warrick,379,1965
NY,Chenango,380,1966
OH,Crawford,380,1967
SD,Deuel,380,1968
IL,Hamilton,380,1969
TX,Marion,380,1970
GA,Putnam,380,1971
KY,Anderson,381,1972
OH,Ashland,381,1973
GA,Butts,381,1974
TX,Clay,381,1975
IA,Delaware,381,1976
VA,Lancaster,381,1977
GA,Banks,382,1978
WI,Buffalo,382,1979
AL,Jefferson,382,1980
KS,Labette,382,1981
OH,Marion,382,1982
VA,Mecklenburg,382,1983
IA,Wayne,382,1984
TN,Wayne,382,1985
ND,Billings,383,1986
TX,Chambers,383,1987
IA,Henry,383,1988
IL,Jackson,383,1989
GA,Macon,383,1990
IL,Massac,383,1991
KS,Saline,383,1992
NC,Tyrrell,383,1993
TX,Armstrong,384,1994
ND,Cavalier,384,1995
FL,Citrus,384,1996
AR,Cleburne,384,1997
CA,Del Norte,384,1998
SD,Edmunds,384,1999
VA,New Kent,384,2000
WI,Pepin,384,2001
VA,Prince Edward,384,2002
MD,Queen Anne's,384,2003
IL,Rock Island,384,2004
OH,Tuscarawas,384,2005
GA,Walker,384,2006
NE,York,384,2007
TX,Archer,385,2008
NC,Ashe,385,2009
MO,Butler,385,2010
GA,Butts,385,2011
AR,Nevada,385,2012
NY,Rensselaer,385,2013
SC,Saluda,385,2014
NJ,Atlantic,386,2015
NV,Clark,386,2016
NC,Craven,386,2017
TX,Foard,386,2018
WI,Green Lake,386,2019
CA,Kings,386,2020
MI,Lapeer,386,2021
MA,Plymouth,386,2022
SD,Bon Homme,387,2023
WA,Douglas,387,2024
AK,Lake and Peninsula,387,2025
CO,Lake,387,2026
PA,Snyder,387,2027
TN,Carter,388,2028
VA,Franklin City,388,2029
CA,Lake,388,2030
AL,Lauderdale,388,2031
AL,Russell,388,2032
KY,Russell,388,2033
MT,Valley,388,2034
TN,Anderson,389,2035
WV,Cabell,389,2036
VA,Alleghany,390,2037
WI,Bayfield,390,2038
OH,Cuyahoga,390,2039
IL,Jo Daviess,390,2040
MO,Lincoln,390,2041
PA,Luzerne,390,2042
WV,Mineral,390,2043
MS,Rankin,390,2044
GA,Stewart,390,2045
MT,Big Horn,391,2046
CO,Colorado,391,2047
MO,Dunklin,391,2048
VA,Essex,391,2049
MO,Miller,391,2050
TX,Brazos,392,2051
KS,Cowley,392,2052
DC,District of Columbia,392,2053
NC,Gates,392,2054
ND,Grand Forks,392,2055
TN,Henderson,392,2056
VA,Madison,392,2057
NY,Nassau,392,2058
WA,Pierce,392,2059
TX,Reagan,392,2060
TX,Terrell,392,2061
WV,Barbour,393,2062
WV,Barbour,393,2063
OK,Ellis,393,2064
OK,Logan,393,2065
VA,Norton City,393,2066
IA,Tama,393,2067
OH,Wayne,393,2068
AL,Clarke,394,2069
KS,Kansas,394,2070
MO,Macon,394,2071
IN,Perry,394,2072
AR,Pike,394,2073
NC,Rutherford,394,2074
TN,Rutherford,394,2075
CA,Sonoma,394,2076
LA,Washington Parish,394,2077
MO,Audrain,395,2078
TX,Bell,395,2079
LA,East Baton Rouge Parish,395,2080
NY,Fulton,395,2081
NE,Hamilton,395,2082
MO,Lawrence,395,2083
AL,Madison,395,2084
WV,Monroe,395,2085
TX,Newton,395,2086
AR,Pike,395,2087
IN,Greene,396,2088
AK,Kodiak Island,396,2089
FL,Suwannee,396,2090
UT,Weber,396,2091
CA,California,397,2092
MD,Caroline,397,2093
MO,Chariton,397,2094
OK,Cotton,397,2095
AR,Cross,397,2096
NC,Franklin,397,2097
MO,Holt,397,2098
OR,Hood River,397,2099
CO,Kiowa,397,2100
GA,Morgan,397,2101
RI,Newport,397,2102
NC,North Carolina,397,2103
TX,Upshur,397,2104
TX,Archer,398,2105
OH,Clermont,398,2106
MT,Custer,398,2107
FL,Gulf,398,2108
KY,Hickman,398,2109
GA,Jeff Davis,398,2110
VA,Lee,398,2111
IL,Ogle,398,2112
KY,Pulaski,398,2113
NE,Valley,398,2114
NY,Bronx,399,2115
MD,Charles,399,2116
AR,Chicot,399,2117
SD,Custer,399,2118
KY,Garrard,399,2119
KS,Smith,399,2120
WV,Webster,399,2121
SD,Codington,400,2122
VA,Nelson,400,2123
IL,Tazewell,400,2124
MI,Branch,401,2125
VA,Bristol City,401,2126
OK,Carter,401,2127
NJ,Essex,401,2128
AK,Fairbanks North Star,401,2129
OK,Jefferson,401,2130
VA,Norton City,401,2131
LA,St. Mary Parish,401,2132
NM,Torrance,401,2133
MI,Tuscola,401,2134
LA,Union Parish,401,2135
AR,Benton,402,2136
OH,Champaign,402,2137
TN,Giles,402,2138
OH,Ottawa,402,2139
WV,Randolph,402,2140
CA,Santa Clara,402,2141
LA,Washington Parish,402,2142
PA,Wyoming,402,2143
IA,Clinton,403,2144
TX,Comanche,403,2145
AR,Crittenden,403,2146
AL,Cullman,403,2147
OK,Harper,403,2148
ID,Madison,403,2149
MS,Montgomery,403,2150
NC,Polk,403,2151
GA,Pulaski,403,2152
IA,Audubon,404,2153
OK,Murray,404,2154
NC,New Hanover,404,2155
AR,Pike,404,2156
LA,Richland Parish,404,2157
IN,Scott,404,2158
TN,Sumner,404,2159
TX,Coleman,405,2160
OH,Gallia,405,2161
MS,Itawamba,405,2162
GA,Jasper,405,2163
TX,La Salle,405,2164
OR,Lake,405,2165
ND,McKenzie,405,2166
MO,New Madrid,405,2167
AZ,Santa Cruz,405,2168
AR,Sevier,405,2169
GA,Telfair,405,2170
IN,Greene,406,2171
MS,Hinds,406,2172
AZ,Pinal,406,2173
MI,Shiawassee,406,2174
NY,Tompkins,406,2175
AZ,Yavapai,406,2176
KY,Anderson,407,2177
VT,Caledonia,407,2178
IN,Dearborn,407,2179
KY,Elliott,407,2180
