"city", "state", "population"
"Manvel ","TX",6051
"Carlisle ","OH",6051
"Trenton ","MO",6047
"Medina","NY",6046
"Chester ","SC",6045
"Plymouth","PA",6041
"Red Lion","PA",6041
"Pacific ","WA",604
"Thurmont","MD",6037
"Tuttle ","OK",6036
"District Heights ","MD",6034
"Macclenny ","FL",6032
"Henryetta ","OK",6031
"Valparaiso ","FL",603
"The Village of Indian Hill ","OH",603
"Old Tappan","NJ",6029
"Petoskey ","MI",6028
"Nazareth","PA",602
"Carlstadt","NJ",6019
"Forest Hills ","TN",6018
"McKees Rocks","PA",6018
"Ellettsville","IN",6017
"South Williamsport","PA",6017
"South Tucson ","AZ",6013
"Madras ","OR",6011
"Satsuma ","AL",6008
"Morris Plains","NJ",6005
"Wilmore ","KY",6004
"Douglass Hills ","KY",6002
"Marion","VA",6001
"Barnesville ","GA",5998
"Gilberts","IL",5996
"Northville ","MI",5996
"Bisbee ","AZ",5991
"Okeechobee ","FL",5987
"Duvall ","WA",5982
"Columbiana ","OH",5981
"Hapeville ","GA",5978
"Gun Barrel City ","TX",5975
"Burnet ","TX",5974
"Lebanon ","KY",5973
"Starke ","FL",5972
"Forest ","MS",5972
"Douglas ","WY",5971
"Villa Park ","CA",5967
"Rockdale ","TX",5966
"Carlinville ","IL",5962
"Minnetrista ","MN",596
"Lewistown ","MT",5954
"Sturgis ","SD",595
"Crystal Springs ","MS",595
"De Queen ","AR",5948
"Guadalupe","AZ",5948
"Chickasaw ","AL",5948
"Punxsutawney","PA",5944
"Woodcliff Lake","NJ",5941
"Wellston ","OH",5936
"Littlefield ","TX",5929
"Pontotoc ","MS",5924
"Scottsburg ","IN",5912
"Fair Haven","NJ",591
"Belmar","NJ",5908
"Maquoketa ","IA",5908
"International Falls ","MN",5906
"Exeter","PA",5905
"Dickson City","PA",5903
"Aspen ","CO",5902
"Chillicothe ","IL",5901
"Willow Springs","IL",5898
"Eagle","CO",5897
"La Habra Heights ","CA",5893
"Colusa ","CA",5892
"Orange City ","IA",5891
"Richmond ","MO",589
"Jeanerette ","LA",5889
"Mount Carmel","PA",5888
"Lacy-Lakeview ","TX",5883
"Quincy ","WA",5882
"Waynesboro ","GA",5874
"Mulvane ","KS",5866
"Carolina Beach","NC",5864
"Beardstown ","IL",5859
"Flagler Beach ","FL",5859
"Alexandria ","IN",5854
"Bellevue ","KY",5852
"Lincoln ","AL",5846
"Prairie du Chien ","WI",5839
"Sylvester ","GA",5833
"Lauderdale-by-the-Sea","FL",5831
"North Manchester","IN",5829
"Mount Arlington","NJ",5827
"Waupaca ","WI",5826
"North Braddock","PA",5821
"Harrisburg","NC",5819
"St. Helena ","CA",5817
"Marlin ","TX",5817
"Joshua ","TX",5812
"Noble ","OK",5812
"Huntington Woods ","MI",5811
"New Whiteland","IN",5809
"Sequim ","WA",5809
"Cold Spring ","KY",5809
"Pevely ","MO",5808
"Edna ","TX",5807
"Hamlet ","NC",5807
"Englewood Cliffs","NJ",5804
"Slaton ","TX",5803
"Homer ","AK",5802
"Erwin","TN",5802
"Prospect ","KY",5802
"Yelm ","WA",58
"Countryside ","IL",5795
"Malone","NY",5793
"Iola ","KS",5782
"Spanish Fort ","AL",578
"Walterboro ","SC",578
"Stickney","IL",5774
"Norwood","PA",5774
"Titusville ","PA",5774
"Everman ","TX",5771
"Spring Grove","IL",5769
"St. Clair ","MI",5763
"Moosic","PA",5758
"Twin Lakes","WI",5752
"Farrell ","PA",5751
"Deer Park ","OH",5751
"Monaca","PA",5749
"Lakemoor","IL",5748
"Sheridan ","OR",5747
"Center ","TX",5746
"North Kansas City ","MO",5746
"Cameron ","TX",574
"Anamosa ","IA",5736
"Oceanport","NJ",5733
"Woodfin","NC",5731
"Coal City","IL",5729
"Fort Meade ","FL",5723
"Highland Heights ","KY",572
"Cumming ","GA",5719
"Pana ","IL",5718
"Pepper Pike ","OH",5715
"Bremen ","GA",5709
"Tequesta","FL",5708
"Leesville ","LA",5704
"Dowagiac ","MI",5703
"Union Gap ","WA",5699
"Central City ","KY",5698
"Linton ","IN",5696
"Belding ","MI",5691
"Elsmere","DE",5688
"Marksville ","LA",5684
"Gas City ","IN",5683
"Red Oak ","IA",5683
"Garrett ","IN",5681
"Fate ","TX",5679
"Eastman ","GA",5675
"Poolesville","MD",5674
"Snowflake","AZ",5673
"Big Stone Gap","VA",5662
"Salem ","NJ",5661
"Camilla ","GA",566
"Hellertown","PA",5659
"Wappingers Falls","NY",5659
"Watonga ","OK",5657
"Milan ","MI",5657
"Hoopeston ","IL",5656
"Hooper ","UT",5655
"Hillsborough","NC",5653
"Bolivar ","TN",5647
"Waynesboro ","MS",5647
"Ripley ","MS",5646
"Glenwood ","IA",5646
"Sanibel ","FL",5645
"Emporia ","VA",5643
"Falcon Heights ","MN",5643
"Centreville ","IL",5635
"Breckenridge ","TX",5632
"Mena ","AR",563
"Corcoran ","MN",563
"Wake Village ","TX",5628
"Aberdeen","NC",5627
"Cherryville ","NC",5627
"Los Ranchos de Albuquerque","NM",5622
"Junction City ","OR",5618
"Fairview","NC",561
"Kingston ","TN",5607
"Coraopolis","PA",5606
"Richmond ","MI",5606
"Walkersville","MD",5606
"Steelton","PA",5598
"Middleton ","ID",5594
"Prospect Park","NJ",5594
"Salamanca ","NY",5592
"Mascotte ","FL",5591
"Rio Bravo ","TX",5591
"Goshen","NY",5585
"Cumberland","IN",558
"Bowie ","TX",558
"Batesburg-Leesville","SC",558
"Savoy","IL",5579
"Woodside","CA",5579
"Milton ","WI",5579
"Shippensburg","PA",5578
"Hampshire","IL",5569
"Braselton","GA",5565
"New Martinsville ","WV",5564
"Kasson ","MN",5564
"Fowler ","CA",5563
"Bessemer City ","NC",5562
"St. Gabriel ","LA",556
"Washington Park","IL",5558
"Lake Mills ","WI",5557
"Celina ","TX",5557
"Ulysses ","KS",5557
"Gatlinburg ","TN",5555
"Stewartville ","MN",5553
"Taos","NM",5551
"Glencoe ","MN",555
"South Pasadena ","FL",5548
"Albion","NY",5548
"Abbeville ","SC",5547
"Turtle Creek","PA",5547
"New Carlisle ","OH",5543
"South Beloit ","IL",5541
"Rockwood ","TN",5541
"Morrow ","GA",5539
"Los Fresnos ","TX",5538
"Diboll ","TX",5537
"West Miami ","FL",5533
"Winston ","OR",5528
"Powell ","WY",5524
"Northwood ","OH",552
"Crossett ","AR",5518
"Uhrichsville ","OH",5516
"Torrington ","WY",5514
"Rockton","IL",5512
"Progreso ","TX",5511
"Buckhannon ","WV",5505
"Piedmont ","OK",5504
"Palmview ","TX",5502
"Clarinda ","IA",5493
"Glendale ","MO",549
"Macon ","MO",5489
"Watseka ","IL",5481
"Atlanta ","TX",5475
"Fairport","NY",5472
"Yoakum ","TX",5469
"Hampstead","MD",5467
"Hollidaysburg","PA",5466
"Ballston Spa","NY",5464
"Mount Carmel","TN",5462
"Gunnison ","CO",5461
"Luling ","TX",5458
"Lewisburg","PA",5454
"Dayton ","KY",5453
"Pelham Manor","NY",5451
"Spring Valley ","IL",545
"Fort Wright ","KY",545
"Zeeland ","MI",5448
"Jordan ","MN",5445
"Centerville ","IA",5442
"Carterville ","IL",5441
"Sayre","PA",544
"Bath","NY",5432
"Bridgewater","VA",543
"Northfield","IL",5429
"Berthoud","CO",5429
"Chadron ","NE",5429
"Cave Creek","AZ",5428
"Lehighton","PA",5428
"Cheraw","SC",5427
"Giddings ","TX",5423
"Brookville ","OH",5423
"Taneytown ","MD",5422
"De Soto ","KS",542
"Point Pleasant Beach","NJ",5418
"Holdenville ","OK",5417
"Sheridan ","CO",5412
"Holtville ","CA",5412
"Dunlap ","TN",5412
"Rockford ","MI",5411
"Nephi ","UT",5408
"Mansfield ","LA",5402
"Glennville ","GA",5397
"Adel ","GA",5396
"Salida ","CO",5396
"Media","PA",5396
"Circle Pines ","MN",5395
"Kings Point","NY",5394
"Hugo ","OK",539
"Oak Hill ","TN",5389
"Highwood ","IL",5388
"Pinckneyville ","IL",5384
"Granville","OH",5382
"Williamston","NC",5382
"Porter","IN",5379
"Glencoe ","AL",5377
"Nelsonville ","OH",5375
"Eureka ","IL",5368
"Ironwood ","MI",5368
"Windcrest ","TX",5357
"McKenzie ","TN",5357
"Sinton ","TX",5354
"Roseland","NJ",5352
"Paola ","KS",5351
"Monticello ","IL",535
"Selinsgrove","PA",5344
"West Bountiful ","UT",5337
"Farr West ","UT",5335
"Brush ","CO",5332
"Carrizo Springs ","TX",5332
"Edgerton ","WI",5329
"Algona ","IA",5328
"Brady ","TX",5324
"Grafton ","WV",5315
"Zimmerman ","MN",5313
"Fruit Heights ","UT",5312
"Rusk ","TX",5312
"Delano ","MN",5309
"Sharon Hill","PA",5308
"Wendell","NC",53
"Kingsford ","MI",5297
"Wayne ","NE",5296
"Hampton ","GA",5295
"Mathis ","TX",5295
"Hightstown","NJ",5295
"Weldon Spring ","MO",5295
"Monticello ","IN",5293
"Weiser ","ID",529
"Port Isabel ","TX",529
"Airway Heights ","WA",5289
"Plain City ","UT",5288
"Bowling Green ","MO",5285
"Lake City ","MN",5285
"Ephraim ","UT",5284
"Old Westbury","NY",5283
"Brewton ","AL",5279
"Parkville ","MO",5279
"Elburn","IL",5276
"Lone Grove ","OK",5276
"Highlands","NJ",5272
"Patterson ","LA",5271
"Kennett Square","PA",527
"Tucumcari ","NM",5268
"Donora","PA",5261
"Columbia Falls ","MT",5261
"De Witt ","IA",526
"Wildwood ","NJ",5259
"Clarion","PA",5258
"Blakely ","GA",5257
"Bangor","PA",5256
"Gilmer ","TX",5249
"Waveland ","MS",5249
"Berryville ","AR",5247
"Needles ","CA",5246
"Eaton Rapids ","MI",5246
"Terrell Hills ","TX",5241
"Groveport","OH",524
"St. Paul Park ","MN",5239
"Georgetown","DE",5233
"Whiteville ","NC",5233
"Montevideo ","MN",5233
"Colona ","IL",5232
"Kermit ","TX",5231
"Keyser ","WV",523
"Waterville","OH",523
"Pleasant Garden","NC",5229
"Polson ","MT",5228
"Brunswick ","MD",5228
"Spring Hill ","KS",5227
"Swartz Creek ","MI",5223
"Jonesborough","TN",5221
"Toronto ","OH",5221
"Arnold ","PA",5212
"Cochran ","GA",5211
"Chardon ","OH",521
"Palmerton","PA",5209
"Harrah ","OK",5208
"Concordia ","KS",5208
"Creve Coeur","IL",5206
"Ontario ","OH",5204
"Williamsburg ","KY",5204
"Carmi ","IL",5203
"North Fond du Lac","WI",5198
"Tyrone","PA",5197
"Desloge ","MO",519
"Milan","IL",5186
"Midfield ","AL",5185
"Webster","NY",5185
"Calistoga ","CA",5179
"Mineola ","TX",5179
"Westville","IN",5177
"Indian Wells ","CA",5177
"Fox River Grove","IL",5172
"Tallassee ","AL",5172
"Holdrege ","NE",5172
"Birdsboro","PA",5168
"Fairfield ","IL",5165
"Munroe Falls ","OH",5165
"Schuyler ","NE",5163
"Penn Yan","NY",5162
"Manitou Springs ","CO",5161
"Schuylkill Haven","PA",5161
"Mount Zion","IL",5159
"Shenandoah","PA",5155
"Silverton ","OH",5155
"New Holland","PA",5152
"Solvang ","CA",5148
"Newport ","VT",5148
"Marion ","NC",5144
"Indian Rocks Beach ","FL",5143
"Bluefield","VA",5143
"Lakeport ","CA",5142
"Staunton ","IL",5139
"Fox Chapel","PA",5138
"South Haven ","MI",5138
"Purcellville","VA",5137
"Edgewater ","CO",5136
"Davison ","MI",5136
"Daytona Beach Shores ","FL",5134
"Spring Lake Heights","NJ",5134
"New Haven","MI",5132
"Demarest","NJ",513
"Williamsville","NY",5129
"Litchfield Park ","AZ",5126
"Prosser ","WA",5124
"White Hall ","AR",5121
"Moab ","UT",5121
"Cedar Grove","FL",5116
"Springhill ","LA",5115
"Neptune City","NJ",5114
"Charleston ","MO",5111
"South Bound Brook","NJ",511
"Alma ","AR",5104
"Genoa ","IL",5101
"Jackson ","AL",5101
"Winnfield ","LA",5095
"Gustine ","CA",5094
"Leland","NC",5094
"Columbus ","WI",5093
"Mayville ","WI",509
"Enoch ","UT",5085
"Somerdale","NJ",5085
"Rupert ","ID",5082
"Holbrook ","AZ",5081
"Vinton ","IA",508
"Franklin","NJ",5077
"Redwood Falls ","MN",5077
"Medina ","MN",5076
"Savannah ","MO",5075
"Kutztown","PA",5074
"Palacios ","TX",5069
"Gladstone ","MI",5067
"Wadesboro","NC",5066
"Star ","ID",5065
"Greenfield ","OH",5063
"Perry ","OK",506
"Preston ","ID",5059
"Collegeville","PA",5058
"Creswell ","OR",5058
"Evansdale ","IA",5056
"Palmetto ","GA",5053
"St. Clairsville ","OH",5053
"Mendham","NJ",5053
"Kaplan ","LA",5053
"Wellington","CO",5052
"Richland Center ","WI",505
"Wesley Hills","NY",5043
"Rothschild","WI",5042
"Collinsville ","OK",5039
"Oakland","TN",5038
"Springfield ","MI",5037
"Westmont","PA",5033
"Sea Cliff","NY",5033
"Ocean Shores ","WA",5029
"Anna ","IL",5025
"Roosevelt ","UT",5025
"Canal Fulton ","OH",5023
"Forsyth ","GA",5022
"Germantown","OH",5018
"Holmes Beach ","FL",5017
"Tega Cay ","SC",5014
"De Funiak Springs ","FL",5012
"Summerville ","GA",501
"Tipton ","IN",5006
"Ayden","NC",5005
"Chelsea ","MI",5005
"Thatcher","AZ",5002
"Berlin ","WI",4997
"Shillington","PA",4997
"Vandergrift","PA",4997
"West Wendover ","NV",4997
"Childersburg ","AL",4996
"Morris ","MN",4996
"Grosse Pointe ","MI",4996
"Waterloo","NY",4994
"Monee","IL",4993
"Rainsville ","AL",499
"Palmhurst ","TX",4988
"Eldon ","MO",4986
"Harlan ","IA",4986
"Port Allen ","LA",4984
"Belle Fourche ","SD",4979
"New Castle ","DE",4977
"Lake Barrington","IL",4975
"Dodgeville ","WI",4975
"Blaine ","WA",4975
"Waterford","WI",4973
"Willits ","CA",4972
"Sugarcreek","PA",4969
"Edenton","NC",4966
"Iowa Falls ","IA",4965
"Piedmont ","AL",4964
"Robertsdale ","AL",4964
"Clarks Summit","PA",4964
"Worland ","WY",4958
"Evansville ","WI",4957
"Olyphant","PA",4956
"Dos Palos ","CA",4948
"Dahlonega ","GA",4947
"Sunset ","UT",4945
"Long View","NC",4944
"Shenandoah ","IA",4944
"Cheboygan ","MI",4942
"Falfurrias ","TX",4941
"Sparta ","TN",4938
"Bay Harbor Islands","FL",4934
"Sawmills","NC",4931
"Colville ","WA",4929
"Marseilles ","IL",4924
"Utica ","MI",4924
"Loudon","TN",4921
"Fellsmere ","FL",492
"Clover","SC",4916
"West Pittston","PA",4916
"Lucas ","TX",4914
"Berkeley","IL",4913
"La Crescent ","MN",4912
"Posen","IL",4907
"Normandy ","MO",4902
"Dellwood ","MO",4901
"Wiggins ","MS",4901
"Chestertown","MD",4899
"Youngtown","AZ",4896
"Wellsville","NY",4896
"McGregor ","TX",4891
"Clementon","NJ",4886
"Crestline ","OH",4882
"Chittenango","NY",4882
"Brielle","NJ",4882
"Eldridge ","IA",488
"Palos Park","IL",4877
"Bridgeville","PA",4876
"Manchester ","IA",4876
"Salem ","MO",487
"Harrington Park","NJ",4869
"Little Falls ","NY",4867
"Nashville ","GA",4865
"Jim Thorpe","PA",4863
"Stone Park","IL",486
"Mechanicville ","NY",4857
"Winnsboro ","LA",4854
"Alva ","OK",4848
"Bradley Beach","NJ",4845
"Woodland ","WA",4843
"Luray","VA",4843
"Alfred","NY",4843
"Ardsley","NY",484
"Sulphur ","OK",4838
"New Hempstead","NY",4838
"Swoyersville","PA",4836
"Benson ","AZ",4833
"Buffalo ","WY",4832
"Erwin","NC",4829
"Seat Pleasant ","MD",4829
"Gibraltar ","MI",4826
"West Salem","WI",4823
"Winterset ","IA",482
"Hamilton ","MT",4817
"Allegan ","MI",4816
"Nashville ","AR",4815
"Carthage ","MS",4815
"Winterville","NC",4813
"Avalon","PA",4812
"Locust Grove ","GA",4811
"Lake Worth ","TX",481
"Saranac Lake","NY",4809
"Ludlow ","KY",4808
"LaBelle ","FL",4806
"Island Park","NY",4806
"Platte City ","MO",4806
"Dumfries","VA",4805
"Colby ","KS",4803
"Lochbuie","CO",48
"North Wildwood ","NJ",48
"Clinton ","IN",4799
"Glendale ","CO",4798
"Hazard ","KY",4796
"La Joya ","TX",4795
"Lawrenceburg ","IN",4791
"Leland ","MS",479
"Barnwell ","SC",4783
"Surfside Beach","SC",4783
"Sidney ","MT",4782
"Cherokee Village ","AR",4778
"Fayette ","AL",4778
"Flora ","IL",4772
"Vail","CO",4768
"Social Circle ","GA",4767
"Charles Town ","WV",4765
"Princeton ","MN",4763
"Williams ","CA",476
"Elmsford","NY",4757
"Sheldon ","IA",4757
"Whiting ","IN",4751
"Colorado City","AZ",475
"Teague ","TX",4749
"New Roads ","LA",4746
"Pembroke Park","FL",4744
"Montgomery","NY",4741
"Adamsville ","AL",4739
"Gibsonville","NC",4738
"Odessa ","MO",4737
"Olympia Fields","IL",4735
"Fruitland ","ID",4732
"Zebulon","NC",4732
"Honesdale","PA",472
"Osage Beach ","MO",472
"Northvale","NJ",4719
"Mullins ","SC",4716
"Madisonville ","TN",4714
"Fletcher","NC",4714
"Osceola ","IA",4714
"Medical Lake ","WA",471
"La Grange ","TX",4709
"Omak ","WA",4706
"Union Springs ","AL",4702
"Wellington","OH",4699
"Selmer","TN",4697
"Cherokee ","IA",4697
"Presidio ","TX",4695
"Ranson corporation","WV",4692
"Spirit Lake ","IA",4692
"Coleman ","TX",4691
"East Palestine ","OH",469
"North Oaks ","MN",4689
"Penns Grove","NJ",4688
"Lindale","TX",4687
"Boiling Spring Lakes ","NC",4686
"Oak Park Heights ","MN",468
"Smiths Station ","AL",4679
"Mountain Grove ","MO",4679
"Isle of Palms ","SC",4678
"Edinburgh","IN",4677
"Farmington ","AR",4677
"Belton ","SC",467
"Pittsburg ","TX",4667
"Walnut Ridge ","AR",4664
"Dacula ","GA",4662
"Union Grove","WI",4662
"Church Point","LA",4661
"Edwardsville","PA",4658
"Oxford","PA",4658
"Slinger","WI",4657
"Frankenmuth ","MI",4652
"Bulverde ","TX",4651
"New Boston ","TX",465
"Greenwood ","MO",4649
"Peculiar ","MO",4649
"Bremen","IN",4646
"Manheim","PA",4646
"Dayton ","MN",4643
"Windsor Heights ","IA",4643
"Newton Falls ","OH",4641
"Mocksville","NC",4641
"North Bend ","WA",4635
"Selma ","TX",4632
"High Springs ","FL",4629
"Orange","VA",4629
"St. Bernard ","OH",4626
"Dumas ","AR",4622
"Quitman ","GA",4621
"Winfield ","AL",4618
"Farmville","NC",4615
"Edcouch ","TX",4613
"West Milton","OH",4613
"Granite Falls","NC",461
"Shelbyville ","IL",4605
"Pea Ridge ","AR",4604
"Austin","IN",4603
"Atlantic Highlands","NJ",4602
"Winchester ","IN",4601
"Dawson ","GA",46
"Lonoke ","AR",46
"Mount Vernon ","MO",46
"Telford","PA",4599
"Marlow ","OK",4599
"Flower Hill","NY",4595
"Ottawa Hills","OH",4594
"Chisholm ","MN",4594
"Cobleskill","NY",4593
"Tulia ","TX",4589
"North Hills","NY",4589
"Oak Ridge","NC",4587
"Glendive ","MT",4585
"Ashland City","TN",4582
"Scottsville ","KY",4581
"Rock Hill ","MO",458
"Manlius","NY",4579
"Hearne ","TX",4578
"Hunters Creek Village ","TX",4577
"Westlake ","LA",4577
"New Lexington","OH",4576
"Fountain Hill","PA",4575
"Sheridan ","AR",4572
"Higginsville ","MO",4571
"Mitchell ","IN",4567
"Port Wentworth ","GA",456
"Sonora ","CA",4559
"Montoursville","PA",4558
"Bellaire","OH",4557
"Valdese","NC",4557
"South Hill","VA",4556
"Madison ","IL",4554
"Baxley ","GA",4552
"Lexington ","MO",4551
"Jessup","PA",455
"Byron ","MN",455
"Charleroi","PA",4549
"Glassport","PA",4548
"Walkertown","NC",4547
"Elberton ","GA",4546
"Daleville ","AL",4546
"Devine ","TX",4545
"Rockmart ","GA",4544
"Wapato ","WA",4543
"Algonac ","MI",454
"Nashville","NC",4538
"Crystal City ","MO",4538
"Scott City ","MO",4538
"Parker ","FL",4537
"Pinetop-Lakeside","AZ",4536
"Rocky Mount","VA",4535
"Tarentum","PA",4534
"Sebring","OH",4534
"Midway","NC",4534
"Hephzibah ","GA",4533
"Portola Valley","CA",4532
"Ligonier ","IN",453
"Winona ","MS",4524
"Willow Park ","TX",4523
"Travelers Rest ","SC",4523
"Paxton ","IL",4521
"Surfside","FL",452
"Sunnyvale","TX",4518
"Trenton ","TN",4518
"Grambling ","LA",4516
"Lyons ","GA",4515
"Tuscola ","IL",4514
"Philomath ","OR",4512
"Wauchula ","FL",4511
"Lake Alfred ","FL",4508
"South Bay ","FL",4503
"Jackson ","GA",4496
"Jacksboro ","TX",4493
"Prairie View ","TX",4492
"Temple ","GA",449
"Eagar","AZ",4488
"Osawatomie ","KS",4488
"La Verkin ","UT",4487
"Winfield","IN",4484
"Dansville","NY",4484
"East Troy","WI",4483
"Sullivan ","IN",4482
"Freeburg","IL",4481
"Malden ","MO",4481
"Breckenridge Hills ","MO",4479
"Thomasville ","AL",4478
"Lebanon ","IL",4477
"Sellersville","PA",4476
"Lamar ","MO",4474
"St. Clair ","MO",4472
"Barling ","AR",4471
"Belleview ","FL",4467
"Lake Hallie","WI",4467
"Westville","NJ",4467
"Bunkie ","LA",4465
"Whiteland","IN",4464
"Whiteville","TN",4464
"Pocola","OK",4464
"Buckley ","WA",4462
"Edwardsville ","KS",4462
"South Barrington","IL",4461
"Smithville ","TX",4458
"West Peoria ","IL",4456
"Negaunee ","MI",4456
"Pittsfield ","IL",4453
"Greenbrier ","AR",4452
"Cicero","IN",4451
"Point Pleasant ","WV",4451
"Hokes Bluff ","AL",445
"Danville","PA",445
"Warrenton ","OR",4448
"Del Mar ","CA",4447
"Geneva ","AL",4445
"Mount Pleasant ","TN",4443
"Clay Center ","KS",4442
"Ashdown ","AR",444
"Archbold","OH",4438
"Waverly City ","OH",4437
"Dardanelle ","AR",4435
"Viroqua ","WI",4435
"Sullivan City ","TX",4435
"Larksville","PA",4435
"San Diego ","TX",4433
"Fruitland ","MD",4431
"Tillamook ","OR",443
"Ogallala ","NE",4429
"DeWitt ","MI",4428
"Adel ","IA",4428
"Lafayette ","TN",4426
"Luverne ","MN",4425
"Hummelstown","PA",4424
"Hurstbourne ","KY",4423
"Monongahela ","PA",4422
"Sykesville","MD",4419
"Chariton ","IA",4419
"Edgefield","SC",4418
"Ste. Genevieve ","MO",4418
"Bellville ","TX",4415
"Morgan's Point Resort ","TX",4414
"Mauston ","WI",4413
"Nibley ","UT",441
"Pilot Point ","TX",4409
"Scottdale","PA",4409
"Garwood","NJ",4408
"Slatington","PA",4404
"Ottawa","OH",4403
"Lancaster ","KY",4403
"Phoenix ","OR",4402
"Hollywood","SC",4398
"Marianna ","AR",4396
"Coldwater","OH",4396
"Eldorado ","IL",4392
"Oakwood ","GA",4392
"Mount Ephraim","NJ",4392
"Ellisville ","MS",4392
"Smithville ","TN",4389
"Mount Olive","NC",4389
"Goodland ","KS",4388
"Hazlehurst ","MS",4387
"Soldotna ","AK",4386
"Sullivan ","IL",4383
"Bristow ","OK",4383
"Lawrenceville ","IL",4382
"Berne ","IN",4381
"Mount Pleasant","PA",438
"Egg Harbor City ","NJ",4379
"McRae ","GA",4378
"Marine City ","MI",4377
"Mahanoy City","PA",4375
"Strasburg","VA",4373
"Madisonville ","TX",4372
"Beaver","PA",4371
"Fort Gibson","OK",4368
"Benton ","KY",4367
"Greendale ","IN",4364
"Auburn ","IL",4362
"Vine Grove ","KY",4362
"Breese ","IL",4357
"Kittanning","PA",4356
"Royersford","PA",4356
"Barrington Hills","IL",4354
"Buchanan ","MI",4354
"Prescott ","AR",4353
"De Motte","IN",4352
"Bridgeport","PA",435
"East Petersburg","PA",4347
"McLoud","OK",4347
"Rogersville","TN",4346
"Metter ","GA",4345
"Anthony","TX",4344
"Angier","NC",4344
"Kingfisher ","OK",4343
"Vandalia ","MO",4342
"Madeira Beach ","FL",4339
"Sayre ","OK",4336
"Duryea","PA",4335
"Green Tree","PA",4335
"Magee ","MS",4332
"Magnolia","NJ",4328
"Byron ","GA",4324
"Southampton","NY",4323
"Brookfield ","MO",4321
"Jackson ","CA",432
"Oconto ","WI",432
"Amite City","LA",4318
"Jourdanton ","TX",4315
"Kaser","NY",4315
"Sparta ","IL",4314
"Ridgefield ","WA",4314
"Bluffton","SC",4312
"Wamego ","KS",4312
"Northwoods ","MO",4311
"Danielson","CT",431
"Hudson ","TX",431
"Krum ","TX",4309
"Canastota","NY",4308
"Baldwin City ","KS",4308
"Butler ","MO",4306
"Tonganoxie ","KS",4305
"Morrison ","IL",4303
"Chelsea ","AL",4303
"Blanchester","OH",4303
"Waverly","NY",4303
"Wolverine Lake","MI",4303
"Jersey Shore","PA",4302
"Kenneth City","FL",43
"Jenkintown","PA",4299
"Hartwell ","GA",4298
"Newport","NC",4298
